   No.   	Time N (s)	Depth N (µm)	Force N (mN)
 4763	  957.436	     2.94044	     0.82283
 4764	  957.638	     2.94352	     0.93196
 4765	  957.841	     2.94758	     1.04446
 4766	  958.028	     2.94629	     1.16686
 4767	  958.231	     2.95112	     1.34561
 4768	  958.434	     2.95622	     1.48361
 4769	  958.637	     2.95556	     1.65208
 4770	  958.840	     2.96141	     1.81839
 4771	  959.027	     2.96038	     1.96273
 4772	  959.230	     2.96594	     2.11770
 4773	  959.432	     2.96707	     2.29662
 4774	  959.635	     2.97113	     2.42405
 4775	  959.838	     2.97514	     2.62354
 4776	  960.041	     2.97763	     2.77097
 4777	  960.228	     2.97899	     2.90410
 4778	  960.431	     2.98127	     3.12840
 4779	  960.634	     2.98643	     3.27731
 4780	  960.836	     2.98678	     3.44465
 4781	  961.039	     2.98909	     3.69482
 4782	  961.242	     2.99388	     3.91946
 4783	  961.429	     2.99517	     4.08252
 4784	  961.632	     2.99896	     4.26075
 4785	  961.835	     3.00383	     4.44897
 4786	  962.038	     3.00629	     4.60640
 4787	  962.240	     3.00954	     4.69023
 4788	  962.428	     3.00973	     4.86264
 4789	  962.630	     3.01319	     5.08992
 4790	  962.833	     3.01517	     5.31703
 4791	  963.036	     3.01896	     5.50753
 4792	  963.239	     3.02047	     5.69143
 4793	  963.442	     3.02316	     5.92288
 4794	  963.629	     3.02751	     6.10089
 4795	  963.832	     3.03121	     6.29681
 4796	  964.034	     3.03261	     6.46558
 4797	  964.237	     3.03713	     6.64920
 4798	  964.440	     3.03946	     6.79424
 4799	  964.643	     3.04159	     6.99221
 4800	  964.830	     3.04740	     7.14992
 4801	  965.033	     3.04905	     7.31902
 4802	  965.236	     3.05051	     7.51846
 4803	  965.438	     3.05400	     7.66218
 4804	  965.641	     3.05612	     7.82178
 4805	  965.828	     3.06136	     7.95695
 4806	  966.031	     3.06141	     8.10365
 4807	  966.234	     3.06597	     8.26269
 4808	  966.437	     3.07018	     8.37122
 4809	  966.640	     3.07369	     8.48684
 4810	  966.842	     3.07930	     8.54388
 4811	  967.030	     3.08306	     8.58720
 4812	  967.232	     3.08647	     8.59909
 4813	  967.435	     3.08945	     8.57391
 4814	  967.638	     3.09305	     8.51839
 4815	  967.841	     3.09802	     8.51449
 4816	  968.028	     3.09772	     8.47987
 4817	  968.231	     3.10265	     8.46112
 4818	  968.434	     3.10410	     8.53503
 4819	  968.636	     3.10651	     8.60200
 4820	  968.839	     3.11268	     8.62544
 4821	  969.042	     3.11714	     8.60022
 4822	  969.229	     3.11935	     8.55990
 4823	  969.432	     3.11896	     8.59588
 4824	  969.635	     3.12415	     8.66142
 4825	  969.838	     3.12877	     8.66967
 4826	  970.040	     3.13251	     8.65355
 4827	  970.228	     3.13339	     8.58590
 4828	  970.430	     3.13668	     8.63165
 4829	  970.633	     3.14106	     8.65462
 4830	  970.836	     3.14112	     8.65771
 4831	  971.039	     3.14645	     8.71618
 4832	  971.242	     3.15056	     8.69775
 4833	  971.429	     3.15265	     8.72062
 4834	  971.632	     3.15910	     8.71232
 4835	  971.834	     3.16076	     8.67216
 4836	  972.037	     3.16067	     8.71846
 4837	  972.240	     3.16823	     8.71554
 4838	  972.443	     3.16899	     8.69166
 4839	  972.630	     3.17322	     8.67061
 4840	  972.833	     3.17576	     8.72063
 4841	  973.036	     3.17814	     8.71715
 4842	  973.238	     3.18239	     8.72172
 4843	  973.441	     3.18520	     8.59220	65	Unload
 4844	  973.628	     3.17705	     7.94742
 4845	  973.831	     3.16255	     6.95954
 4846	  974.034	     3.14884	     5.89137
 4847	  974.237	     3.13340	     4.78227
 4848	  974.440	     3.11553	     3.57248
 4849	  974.642	     3.09510	     2.39877
 4850	  974.830	     3.07523	     1.39282
 4851	  975.032	     3.05038	     0.49492
 4852	  975.235	     3.00709	     0.23696
 4853	  975.438	     2.98962	     0.24388
 4854	  975.641	     2.96654	     0.25128
 4855	  975.828	     2.94973	     0.24266
 4856	  976.031	     2.92708	     0.24111
 4857	  976.234	     2.90666	     0.24174
 4858	  976.436	     2.88622	     0.24252
 4859	  976.639	     2.86810	     0.24322
 4860	  976.842	     2.85048	     0.23347
 4861	  977.029	     2.83016	     0.24731
 4862	  977.232	     2.80746	     0.24594
 4863	  977.435	     2.78702	     0.23645
 4864	  977.638	     2.76907	     0.24405
 4865	  977.840	     2.76670	     0.23711	66	Load
 4866	  978.043	     2.77226	     0.23956
 4867	  978.246	     2.77780	     0.24656
 4868	  978.449	     2.78097	     0.24273
 4869	  978.652	     2.78333	     0.24018
 4870	  978.839	     2.78871	     0.24207
 4871	  979.042	     2.79145	     0.24474
 4872	  979.244	     2.79194	     0.24440
 4873	  979.447	     2.79611	     0.24144
 4874	  979.650	     2.79853	     0.23401
 4875	  979.853	     2.80313	     0.23864
 4876	  980.040	     2.80524	     0.24689
 4877	  980.243	     2.80946	     0.24282
 4878	  980.446	     2.81150	     0.23720
 4879	  980.648	     2.81556	     0.24241
 4880	  980.851	     2.81729	     0.23296
 4881	  981.054	     2.82296	     0.24230
 4882	  981.241	     2.82493	     0.23915
 4883	  981.444	     2.82843	     0.24238
 4884	  981.647	     2.83166	     0.24447
 4885	  981.850	     2.83520	     0.25018
 4886	  982.052	     2.83759	     0.25449
 4887	  982.240	     2.84063	     0.23635
 4888	  982.442	     2.84600	     0.23872
 4889	  982.645	     2.84725	     0.24545
 4890	  982.848	     2.85254	     0.23741
 4891	  983.051	     2.85518	     0.24522
 4892	  983.254	     2.85839	     0.23960
 4893	  983.441	     2.86158	     0.24268
 4894	  983.644	     2.86489	     0.24317
 4895	  983.846	     2.86928	     0.23751
 4896	  984.049	     2.87087	     0.23886
 4897	  984.252	     2.87385	     0.24183
 4898	  984.439	     2.87576	     0.24191
 4899	  984.642	     2.88061	     0.24925
 4900	  984.845	     2.88212	     0.26363
 4901	  985.048	     2.88833	     0.26147
 4902	  985.250	     2.89014	     0.24880
 4903	  985.453	     2.89291	     0.24520
 4904	  985.640	     2.89508	     0.24680
 4905	  985.843	     2.90039	     0.24711
 4906	  986.046	     2.90295	     0.23259
 4907	  986.249	     2.90525	     0.25007
 4908	  986.452	     2.90956	     0.24679
 4909	  986.639	     2.91209	     0.23892
 4910	  986.842	     2.91558	     0.24495
 4911	  987.044	     2.92042	     0.24760
 4912	  987.247	     2.92185	     0.24873
 4913	  987.450	     2.92483	     0.25116
 4914	  987.653	     2.92907	     0.26640
 4915	  987.840	     2.93203	     0.25530
 4916	  988.043	     2.93530	     0.25300
 4917	  988.246	     2.93545	     0.25525
 4918	  988.448	     2.94121	     0.25985
 4919	  988.651	     2.94425	     0.25450
 4920	  988.854	     2.94634	     0.25350
 4921	  989.041	     2.94980	     0.25927
 4922	  989.244	     2.95419	     0.25580
 4923	  989.447	     2.95753	     0.25460
 4924	  989.650	     2.96001	     0.23722
 4925	  989.852	     2.96367	     0.24373
 4926	  990.040	     2.96628	     0.24807
 4927	  990.242	     2.97039	     0.25709
 4928	  990.445	     2.97438	     0.25083
 4929	  990.648	     2.97431	     0.24738
 4930	  990.851	     2.98014	     0.23770
 4931	  991.054	     2.98197	     0.24346
 4932	  991.241	     2.98548	     0.23918
 4933	  991.444	     2.99101	     0.24462
 4934	  991.646	     2.99510	     0.24652
 4935	  991.849	     2.99650	     0.24683
 4936	  992.052	     2.99908	     0.24508
 4937	  992.239	     3.00164	     0.24170
 4938	  992.442	     3.00578	     0.25860
 4939	  992.645	     3.00993	     0.26769
 4940	  992.848	     3.01226	     0.28253
 4941	  993.050	     3.01163	     0.33009
 4942	  993.253	     3.01727	     0.32290
 4943	  993.440	     3.02019	     0.36354
 4944	  993.643	     3.02483	     0.38313
 4945	  993.846	     3.02539	     0.45456
 4946	  994.049	     3.02839	     0.52451
 4947	  994.252	     3.02989	     0.62604
 4948	  994.439	     3.03320	     0.72631
 4949	  994.642	     3.03978	     0.83814
 4950	  994.844	     3.04000	     0.95007
 4951	  995.047	     3.04105	     1.07768
 4952	  995.250	     3.04690	     1.18400
 4953	  995.453	     3.04656	     1.32307
 4954	  995.640	     3.05278	     1.49341
 4955	  995.843	     3.05251	     1.58583
 4956	  996.046	     3.05898	     1.69260
 4957	  996.248	     3.05672	     1.84594
 4958	  996.451	     3.06166	     2.02552
 4959	  996.654	     3.06373	     2.18029
 4960	  996.841	     3.07002	     2.31693
 4961	  997.044	     3.06882	     2.47939
 4962	  997.247	     3.07081	     2.66979
 4963	  997.450	     3.07660	     2.84911
 4964	  997.652	     3.07642	     3.05258
 4965	  997.840	     3.08065	     3.29402
 4966	  998.042	     3.08082	     3.50619
 4967	  998.245	     3.08535	     3.79674
 4968	  998.448	     3.08981	     3.92407
 4969	  998.651	     3.09256	     4.09713
 4970	  998.854	     3.09416	     4.31911
 4971	  999.041	     3.09904	     4.48338
 4972	  999.244	     3.10086	     4.68093
 4973	  999.446	     3.10357	     4.90306
 4974	  999.649	     3.10615	     5.11595
 4975	  999.852	     3.10933	     5.31565
 4976	 1000.039	     3.11097	     5.49119
 4977	 1000.242	     3.11060	     5.70392
 4978	 1000.445	     3.11572	     6.01612
 4979	 1000.648	     3.12131	     6.23238
 4980	 1000.850	     3.12632	     6.32952
 4981	 1001.053	     3.12553	     6.51465
 4982	 1001.240	     3.12968	     6.69609
 4983	 1001.443	     3.13122	     6.87801
 4984	 1001.646	     3.13575	     7.03447
 4985	 1001.849	     3.13957	     7.19179
 4986	 1002.052	     3.14186	     7.34355
 4987	 1002.239	     3.14712	     7.48996
 4988	 1002.442	     3.14776	     7.57834
 4989	 1002.644	     3.14827	     7.72627
 4990	 1002.847	     3.15465	     7.90168
 4991	 1003.050	     3.15640	     8.00471
 4992	 1003.253	     3.15924	     8.13891
 4993	 1003.440	     3.16257	     8.26550
 4994	 1003.643	     3.16740	     8.39304
 4995	 1003.846	     3.16933	     8.48191
 4996	 1004.048	     3.17599	     8.52451
 4997	 1004.251	     3.18205	     8.50664
 4998	 1004.454	     3.18658	     8.45186
 4999	 1004.641	     3.18821	     8.35501
 5000	 1004.844	     3.18987	     8.34829
 5001	 1005.047	     3.19092	     8.38199
 5002	 1005.250	     3.19546	     8.43533
 5003	 1005.452	     3.19700	     8.46783
 5004	 1005.640	     3.20223	     8.48202
 5005	 1005.842	     3.20206	     8.48142
 5006	 1006.045	     3.20687	     8.51858
 5007	 1006.248	     3.21265	     8.57843
 5008	 1006.451	     3.21756	     8.49906
 5009	 1006.654	     3.21906	     8.44100
 5010	 1006.841	     3.21638	     8.45923
 5011	 1007.044	     3.22535	     8.55413
 5012	 1007.246	     3.22485	     8.59290
 5013	 1007.449	     3.22974	     8.60600
 5014	 1007.652	     3.23341	     8.60399
 5015	 1007.839	     3.24031	     8.57184
 5016	 1008.042	     3.24279	     8.52845
 5017	 1008.245	     3.24350	     8.50226
 5018	 1008.448	     3.24857	     8.56373
 5019	 1008.650	     3.25093	     8.52681
 5020	 1008.853	     3.25225	     8.56450
 5021	 1009.040	     3.25575	     8.64250
 5022	 1009.243	     3.25908	     8.66627
 5023	 1009.446	     3.26255	     8.68044
 5024	 1009.649	     3.26819	     8.61321
 5025	 1009.852	     3.26735	     8.66308
 5026	 1010.039	     3.27224	     8.66985
 5027	 1010.242	     3.27732	     8.65273
 5028	 1010.444	     3.27966	     8.62413
 5029	 1010.647	     3.28256	     8.63630
 5030	 1010.850	     3.28413	     8.52616	67	Unload
 5031	 1011.053	     3.27637	     7.87958
 5032	 1011.240	     3.26306	     6.96366
 5033	 1011.443	     3.25145	     5.87777
 5034	 1011.646	     3.23552	     4.65625
 5035	 1011.848	     3.21874	     3.44502
 5036	 1012.051	     3.19968	     2.21600
 5037	 1012.254	     3.17581	     1.12138
 5038	 1012.441	     3.14537	     0.37947
 5039	 1012.644	     3.10771	     0.24894
 5040	 1012.847	     3.08718	     0.25412
 5041	 1013.050	     3.07281	     0.24506
 5042	 1013.252	     3.04880	     0.24440
 5043	 1013.440	     3.03017	     0.25257
 5044	 1013.642	     3.01045	     0.24590
 5045	 1013.845	     2.98721	     0.24141
 5046	 1014.048	     2.97207	     0.24171
 5047	 1014.251	     2.94888	     0.23994
 5048	 1014.454	     2.92960	     0.23052
 5049	 1014.641	     2.91074	     0.25019
 5050	 1014.844	     2.88654	     0.24098
 5051	 1015.046	     2.87050	     0.23626
 5052	 1015.249	     2.85030	     0.24105
 5053	 1015.452	     2.83130	     0.23777
 5054	 1015.639	     2.81021	     0.23917
 5055	 1015.842	     2.78784	     0.24160
 5056	 1016.045	     2.76908	     0.24528
 5057	 1016.248	     2.74779	     0.24375
 5058	 1016.450	     2.74436	     0.23980	68	Load
 5059	 1016.653	     2.75527	     0.24056
 5060	 1016.856	     2.75628	     0.24109
 5061	 1017.059	     2.76123	     0.24147
 5062	 1017.262	     2.76450	     0.24806
 5063	 1017.449	     2.76770	     0.24202
 5064	 1017.652	     2.77214	     0.24326
 5065	 1017.854	     2.77742	     0.24875
 5066	 1018.057	     2.77966	     0.24764
 5067	 1018.260	     2.78380	     0.25110
 5068	 1018.463	     2.78937	     0.24338
 5069	 1018.650	     2.79301	     0.24842
 5070	 1018.853	     2.79787	     0.25331
 5071	 1019.056	     2.80124	     0.24468
 5072	 1019.258	     2.80255	     0.24688
 5073	 1019.461	     2.80725	     0.23799
 5074	 1019.649	     2.81280	     0.23787
 5075	 1019.851	     2.81468	     0.24136
 5076	 1020.054	     2.81784	     0.25021
 5077	 1020.257	     2.82339	     0.24534
 5078	 1020.460	     2.82707	     0.24764
 5079	 1020.663	     2.83143	     0.24504
 5080	 1020.850	     2.83310	     0.24076
 5081	 1021.053	     2.83966	     0.24325
 5082	 1021.255	     2.83987	     0.24678
 5083	 1021.458	     2.84540	     0.24580
 5084	 1021.661	     2.85015	     0.25562
 5085	 1021.864	     2.85293	     0.24403
 5086	 1022.051	     2.85718	     0.24341
 5087	 1022.254	     2.86071	     0.24605
 5088	 1022.457	     2.86587	     0.24506
 5089	 1022.659	     2.86899	     0.23759
 5090	 1022.862	     2.87179	     0.24251
 5091	 1023.049	     2.87612	     0.24372
 5092	 1023.252	     2.88079	     0.24381
 5093	 1023.455	     2.88375	     0.24779
 5094	 1023.658	     2.88829	     0.24641
 5095	 1023.861	     2.89357	     0.24789
 5096	 1024.063	     2.89514	     0.25190
 5097	 1024.251	     2.89801	     0.24156
 5098	 1024.453	     2.90299	     0.23771
 5099	 1024.656	     2.90723	     0.24493
 5100	 1024.859	     2.91087	     0.23335
 5101	 1025.062	     2.91497	     0.24403
 5102	 1025.249	     2.91783	     0.24698
 5103	 1025.452	     2.92416	     0.25145
 5104	 1025.655	     2.92535	     0.24997
 5105	 1025.857	     2.92986	     0.24151
 5106	 1026.060	     2.93425	     0.23704
 5107	 1026.263	     2.93685	     0.23842
 5108	 1026.450	     2.94253	     0.24661
 5109	 1026.653	     2.94549	     0.25098
 5110	 1026.856	     2.94976	     0.24396
 5111	 1027.059	     2.95261	     0.24799
 5112	 1027.261	     2.95854	     0.25275
 5113	 1027.449	     2.96165	     0.25028
 5114	 1027.651	     2.96504	     0.24533
 5115	 1027.854	     2.96819	     0.25150
 5116	 1028.057	     2.97301	     0.24247
 5117	 1028.260	     2.97556	     0.24527
 5118	 1028.463	     2.97866	     0.23568
 5119	 1028.650	     2.98380	     0.25050
 5120	 1028.853	     2.98877	     0.23625
 5121	 1029.055	     2.99188	     0.24155
 5122	 1029.258	     2.99455	     0.24232
 5123	 1029.461	     2.99873	     0.23864
 5124	 1029.664	     3.00228	     0.24937
 5125	 1029.851	     3.00622	     0.24920
 5126	 1030.054	     3.00927	     0.24228
 5127	 1030.257	     3.01539	     0.23756
 5128	 1030.459	     3.01585	     0.23980
 5129	 1030.662	     3.02166	     0.24330
 5130	 1030.849	     3.02587	     0.23987
 5131	 1031.052	     3.03107	     0.24274
 5132	 1031.255	     3.03302	     0.23406
 5133	 1031.458	     3.03583	     0.24349
 5134	 1031.661	     3.03926	     0.23302
 5135	 1031.863	     3.04290	     0.23714
 5136	 1032.051	     3.04680	     0.24021
 5137	 1032.253	     3.05318	     0.24613
 5138	 1032.456	     3.05649	     0.24317
 5139	 1032.659	     3.05969	     0.23604
 5140	 1032.862	     3.06297	     0.23714
 5141	 1033.049	     3.06771	     0.23873
 5142	 1033.252	     3.07167	     0.23940
 5143	 1033.455	     3.07599	     0.23670
 5144	 1033.657	     3.08031	     0.23517
